gene_name,gene_id
GTPBP1,ENSG00000100226
GTPBP10,ENSG00000105793
GTPBP4,ENSG00000107937
GUCA1A,ENSG00000048545
GUCY1A2,ENSG00000152402
GUCY2C,ENSG00000070019
GUCY2D,ENSG00000132518
GUSB,ENSG00000169919
GXYLT2,ENSG00000172986
GYG2,ENSG00000056998
GYPA,ENSG00000170180
GYPB,ENSG00000250361
GYS1,ENSG00000104812
GZMA,ENSG00000145649
GZMB,ENSG00000100453
GZMH,ENSG00000100450
GZMK,ENSG00000113088
H19,ENSG00000130600
H2AFX,ENSG00000188486
H3F3B,ENSG00000132475
HABP2,ENSG00000148702
HADHA,ENSG00000084754
HADHB,ENSG00000138029
HAMP,ENSG00000105697
HAP1,ENSG00000173805
HAS2,ENSG00000170961
HAVCR1,ENSG00000113249
HAVCR2,ENSG00000135077
HAX1,ENSG00000143575
HBEGF,ENSG00000113070
HBG1,ENSG00000213934
HBS1L,ENSG00000112339
HBZ,ENSG00000130656
HCAR2,ENSG00000182782
HCAR3,ENSG00000255398
HCFC1,ENSG00000172534
HCK,ENSG00000101336
HCN2,ENSG00000099822
HCN3,ENSG00000143630
HCN4,ENSG00000138622
HCRT,ENSG00000161610
HCRTR1,ENSG00000121764
HCRTR2,ENSG00000137252
HDAC1,ENSG00000116478
HDAC10,ENSG00000100429
HDAC2,ENSG00000196591
HDAC3,ENSG00000171720
HDAC4,ENSG00000068024
HDAC5,ENSG00000108840
HDAC6,ENSG00000094631
HDAC8,ENSG00000147099
HDAC9,ENSG00000048052
HDC,ENSG00000140287
HEATR3,ENSG00000155393
HEATR5A,ENSG00000129493
HEATR5B,ENSG00000008869
HEATR6,ENSG00000068097
HECA,ENSG00000112406
HECTD4,ENSG00000173064
HELLS,ENSG00000119969
HEPACAM,ENSG00000165478
HERC2,ENSG00000128731
HERC6,ENSG00000138642
HES1,ENSG00000114315
HES4,ENSG00000188290
HES6,ENSG00000144485
HESX1,ENSG00000163666
HEXA,ENSG00000213614
HEXB,ENSG00000049860
HEXIM1,ENSG00000186834
HEY1,ENSG00000164683
HFE,ENSG00000010704
HGF,ENSG00000019991
HGH1,ENSG00000235173
HGS,ENSG00000185359
HHEX,ENSG00000152804
HHLA2,ENSG00000114455
HIF1A,ENSG00000100644
HIPK2,ENSG00000064393
HIPK3,ENSG00000110422
HIVEP2,ENSG00000010818
HK1,ENSG00000156515
HK2,ENSG00000159399
HLX,ENSG00000136630
HMCN1,ENSG00000143341
HMGA1,ENSG00000137309
HMGA2,ENSG00000149948
HMGB2,ENSG00000164104
HMGB3,ENSG00000029993
HMGCR,ENSG00000113161
HMGN3,ENSG00000118418
HMGN5,ENSG00000198157
HMMR,ENSG00000072571
HMOX1,ENSG00000100292
HMX2,ENSG00000188816
HNF1A,ENSG00000135100
HNF1B,ENSG00000275410
HNF4A,ENSG00000101076
HNMT,ENSG00000150540
HNRNPA1L2,ENSG00000139675
HNRNPD,ENSG00000138668
HNRNPF,ENSG00000169813
HNRNPH1,ENSG00000169045
HNRNPLL,ENSG00000143889
HNRNPM,ENSG00000099783
HNRNPUL1,ENSG00000105323
HOOK3,ENSG00000168172
HOPX,ENSG00000171476
HOTAIR,ENSG00000228630
HOXA10,ENSG00000253293
HOXA11,ENSG00000005073
HOXA13,ENSG00000106031
HOXA5,ENSG00000106004
HOXA9,ENSG00000078399
HOXB13,ENSG00000159184
HOXB4,ENSG00000182742
HOXB5,ENSG00000120075
HOXB6,ENSG00000108511
HOXB7,ENSG00000260027
HOXB9,ENSG00000170689
HOXC11,ENSG00000123388
HOXC13,ENSG00000123364
HOXD10,ENSG00000128710
HOXD9,ENSG00000128709
HPCA,ENSG00000121905
HPCAL1,ENSG00000115756
HPD,ENSG00000158104
HPGD,ENSG00000164120
HPGDS,ENSG00000163106
HPRT1,ENSG00000165704
HPS5,ENSG00000110756
HPSE,ENSG00000173083
HPSE2,ENSG00000172987
HRAS,ENSG00000174775
HRH1,ENSG00000196639
HRH2,ENSG00000113749
HRH3,ENSG00000101180
HRH4,ENSG00000134489
HS3ST2,ENSG00000122254
HS3ST3A1,ENSG00000153976
HS3ST5,ENSG00000249853
HS6ST2,ENSG00000171004
HSD11B1,ENSG00000117594
HSD11B2,ENSG00000176387
HSD17B1,ENSG00000108786
HSD17B10,ENSG00000072506
HSD17B2,ENSG00000086696
HSD17B6,ENSG00000025423
HSD3B1,ENSG00000203857
HSDL1,ENSG00000103160
HSF1,ENSG00000185122
HSF4,ENSG00000102878
HSPA1L,ENSG00000204390
HSPA2,ENSG00000126803
HSPA4,ENSG00000170606
HSPA6,ENSG00000173110
HSPA8,ENSG00000109971
HSPA9,ENSG00000113013
HSPB11,ENSG00000081870
HSPB3,ENSG00000169271
HSPB8,ENSG00000152137
HSPBP1,ENSG00000133265
HSPD1,ENSG00000144381
HSPG2,ENSG00000142798
HTATIP2,ENSG00000109854
HTR1A,ENSG00000178394
HTR1B,ENSG00000135312
HTR1D,ENSG00000179546
HTR1E,ENSG00000168830
HTR2A,ENSG00000102468
HTR2B,ENSG00000135914
HTR2C,ENSG00000147246
HTR3A,ENSG00000166736
HTR4,ENSG00000164270
HTR5A,ENSG00000157219
HTR6,ENSG00000158748
HTR7,ENSG00000148680
HTRA1,ENSG00000166033
HTRA2,ENSG00000115317
HTT,ENSG00000197386
HUWE1,ENSG00000086758
HYOU1,ENSG00000149428
IARS2,ENSG00000067704
ICA1,ENSG00000003147
ICAM1,ENSG00000090339
ICAM2,ENSG00000108622
ICAM3,ENSG00000076662
ICAM4,ENSG00000105371
ICAM5,ENSG00000105376
ICOS,ENSG00000163600
ICOSLG,ENSG00000160223
ID1,ENSG00000125968
ID4,ENSG00000172201
IDE,ENSG00000119912
IDH1,ENSG00000138413
IDH2,ENSG00000182054
IDO1,ENSG00000131203
IDUA,ENSG00000127415
IER3,ENSG00000137331
IFI16,ENSG00000163565
IFI35,ENSG00000068079
IFI44L,ENSG00000137959
IFIH1,ENSG00000115267
IFIT1,ENSG00000185745
IFIT2,ENSG00000119922
IFIT3,ENSG00000119917
IFITM1,ENSG00000185885
IFNA1,ENSG00000197919
IFNA17,ENSG00000234829
IFNA2,ENSG00000188379
IFNA7,ENSG00000214042
IFNA8,ENSG00000120242
IFNAR1,ENSG00000142166
IFNAR2,ENSG00000159110
IFNB1,ENSG00000171855
IFNG,ENSG00000111537
IFNGR1,ENSG00000027697
IFNGR2,ENSG00000159128
IFNL1,ENSG00000182393
IFNL2,ENSG00000183709
IFNL3,ENSG00000197110
IFNW1,ENSG00000177047
IFRD1,ENSG00000006652
IFT57,ENSG00000114446
IGBP1,ENSG00000089289
IGF1,ENSG00000017427
IGF1R,ENSG00000140443
IGF2,ENSG00000167244
IGF2BP1,ENSG00000159217
IGF2BP2,ENSG00000073792
IGF2BP3,ENSG00000136231
IGF2R,ENSG00000197081
IGFBP1,ENSG00000146678
IGFBP2,ENSG00000115457
IGFBP7,ENSG00000163453
IGFN1,ENSG00000163395
IGHE,ENSG00000211891
IGHG4,ENSG00000211892
IGKC,ENSG00000211592
IGLC2,ENSG00000211677
IGSF1,ENSG00000147255
IGSF3,ENSG00000143061
IGSF8,ENSG00000162729
IGSF9B,ENSG00000080854
IHH,ENSG00000163501
IKBKB,ENSG00000104365
IKBKE,ENSG00000263528
IKBKG,ENSG00000269335
IKZF1,ENSG00000185811
IKZF2,ENSG00000030419
IKZF3,ENSG00000161405
IKZF4,ENSG00000123411
IL10,ENSG00000136634
IL10RA,ENSG00000110324
IL10RB,ENSG00000243646
IL11,ENSG00000095752
IL11RA,ENSG00000137070
IL12A,ENSG00000168811
IL12B,ENSG00000113302
IL12RB1,ENSG00000096996
IL12RB2,ENSG00000081985
IL13,ENSG00000169194
IL13RA1,ENSG00000131724
IL13RA2,ENSG00000123496
IL15,ENSG00000164136
IL15RA,ENSG00000134470
IL16,ENSG00000172349
IL17A,ENSG00000112115
IL17B,ENSG00000127743
IL17D,ENSG00000172458
IL17F,ENSG00000112116
IL17RA,ENSG00000177663
IL17RB,ENSG00000056736
IL18,ENSG00000150782
IL18BP,ENSG00000137496
IL18R1,ENSG00000115604
IL18RAP,ENSG00000115607
IL19,ENSG00000142224
IL1A,ENSG00000115008
IL1B,ENSG00000125538
IL1F10,ENSG00000136697
IL1R1,ENSG00000115594
IL1RAP,ENSG00000196083
IL1RL1,ENSG00000115602
IL1RL2,ENSG00000115598
IL1RN,ENSG00000136689
IL2,ENSG00000109471
IL20,ENSG00000162891
IL21,ENSG00000138684
IL21R,ENSG00000103522
IL22,ENSG00000127318
IL22RA1,ENSG00000142677
IL23A,ENSG00000110944
IL23R,ENSG00000162594
IL24,ENSG00000162892
IL25,ENSG00000166090
IL26,ENSG00000111536
IL2RA,ENSG00000134460
IL2RB,ENSG00000100385
IL2RG,ENSG00000147168
IL3,ENSG00000164399
IL31,ENSG00000204671
IL33,ENSG00000137033
IL34,ENSG00000157368
IL36G,ENSG00000136688
IL37,ENSG00000125571
IL3RA,ENSG00000185291
IL4,ENSG00000113520
IL4R,ENSG00000077238
IL5,ENSG00000113525
IL5RA,ENSG00000091181
IL6,ENSG00000136244
IL6R,ENSG00000160712
IL6ST,ENSG00000134352
IL7,ENSG00000104432
IL7R,ENSG00000168685
IL9,ENSG00000145839
IL9R,ENSG00000124334
ILDR2,ENSG00000143195
ILF3,ENSG00000129351
ILK,ENSG00000166333
IMMT,ENSG00000132305
IMPDH1,ENSG00000106348
IMPDH2,ENSG00000178035
IMPG1,ENSG00000112706
INA,ENSG00000148798
INCA1,ENSG00000196388
ING1,ENSG00000153487
INHA,ENSG00000123999
INHBA,ENSG00000122641
INHBB,ENSG00000163083
INKA2,ENSG00000197852
INMT,ENSG00000241644
INO80D,ENSG00000114933
INPP4B,ENSG00000109452
INPP5D,ENSG00000168918
INPPL1,ENSG00000165458
INSC,ENSG00000188487
INSL3,ENSG00000248099
INSL4,ENSG00000120211
INSM1,ENSG00000173404
INSR,ENSG00000171105
INSRR,ENSG00000027644
INVS,ENSG00000119509
IPO11,ENSG00000086200
IPO5,ENSG00000065150
IPO7,ENSG00000205339
IPO9,ENSG00000198700
IPP,ENSG00000197429
IQGAP1,ENSG00000140575
IQGAP2,ENSG00000145703
IQSEC1,ENSG00000144711
IRAK1,ENSG00000184216
IRAK2,ENSG00000134070
IRAK4,ENSG00000198001
IRF1,ENSG00000125347
IRF2BP1,ENSG00000170604
IRF2BPL,ENSG00000119669
IRF3,ENSG00000126456
IRF4,ENSG00000137265
IRF5,ENSG00000128604
IRF7,ENSG00000185507
IRF8,ENSG00000140968
IRGM,ENSG00000237693
IRGQ,ENSG00000167378
IRS1,ENSG00000169047
IRS2,ENSG00000185950
IRS4,ENSG00000133124
IRX1,ENSG00000170549
ISL1,ENSG00000016082
ISOC2,ENSG00000063241
ITCH,ENSG00000078747
ITGA1,ENSG00000213949
ITGA2,ENSG00000164171
ITGA2B,ENSG00000005961
ITGA3,ENSG00000005884
ITGA4,ENSG00000115232
ITGA5,ENSG00000161638
ITGA6,ENSG00000091409
ITGA8,ENSG00000077943
ITGAD,ENSG00000156886
ITGAE,ENSG00000083457
ITGAL,ENSG00000005844
ITGAM,ENSG00000169896
ITGAV,ENSG00000138448
ITGAX,ENSG00000140678
ITGB1BP2,ENSG00000147166
ITGB2,ENSG00000160255
ITGB3,ENSG00000259207
ITGB4,ENSG00000132470
ITGB5,ENSG00000082781
ITGB6,ENSG00000115221
ITGB7,ENSG00000139626
ITIH1,ENSG00000055957
ITIH5,ENSG00000123243
ITK,ENSG00000113263
ITM2A,ENSG00000078596
ITPKA,ENSG00000137825
ITPR1,ENSG00000150995
ITPR3,ENSG00000096433
ITPRID2,ENSG00000138434
IVNS1ABP,ENSG00000116679
JAG1,ENSG00000101384
JAK1,ENSG00000162434
JAK2,ENSG00000096968
JAK3,ENSG00000105639
JAM2,ENSG00000154721
JAM3,ENSG00000166086
JAZF1,ENSG00000153814
JDP2,ENSG00000140044
JMJD4,ENSG00000081692
JPH1,ENSG00000104369
JPH2,ENSG00000149596
JPT2,ENSG00000206053
JRK,ENSG00000234616
JUP,ENSG00000173801
KANK2,ENSG00000197256
KAT2A,ENSG00000108773
KAT2B,ENSG00000114166
KAT5,ENSG00000172977
KATNA1,ENSG00000186625
KCNA3,ENSG00000177272
KCNA4,ENSG00000182255
KCNA5,ENSG00000130037
KCNAB3,ENSG00000170049
KCNB1,ENSG00000158445
KCNC1,ENSG00000129159
KCNC3,ENSG00000131398
KCNC4,ENSG00000116396
KCNE1,ENSG00000180509
KCNF1,ENSG00000162975
KCNH1,ENSG00000143473
KCNH2,ENSG00000055118
KCNH3,ENSG00000135519
KCNH4,ENSG00000089558
KCNH5,ENSG00000140015
KCNH6,ENSG00000173826
KCNIP2,ENSG00000120049
KCNIP4,ENSG00000185774
KCNJ1,ENSG00000151704
KCNJ10,ENSG00000177807
KCNJ11,ENSG00000187486
KCNJ12,ENSG00000184185
KCNJ13,ENSG00000115474
KCNJ15,ENSG00000157551
KCNJ16,ENSG00000153822
KCNJ2,ENSG00000123700
KCNJ6,ENSG00000157542
KCNJ8,ENSG00000121361
KCNJ9,ENSG00000162728
KCNK1,ENSG00000135750
KCNK10,ENSG00000100433
KCNK12,ENSG00000184261
KCNK13,ENSG00000152315
KCNK15,ENSG00000124249
KCNK16,ENSG00000095981
KCNK17,ENSG00000124780
KCNK18,ENSG00000186795
KCNK2,ENSG00000082482
KCNK3,ENSG00000171303
KCNK4,ENSG00000182450
KCNK6,ENSG00000099337
KCNK9,ENSG00000169427
KCNMA1,ENSG00000156113
KCNMB1,ENSG00000145936
KCNN3,ENSG00000143603
KCNN4,ENSG00000104783
KCNQ1,ENSG00000053918
KCNQ2,ENSG00000075043
KCNQ4,ENSG00000117013
KCNRG,ENSG00000198553
KCNS1,ENSG00000124134
KCNT1,ENSG00000107147
KCNT2,ENSG00000162687
KCNU1,ENSG00000215262
KCNV1,ENSG00000164794
KCTD10,ENSG00000110906
KCTD11,ENSG00000213859
KCTD20,ENSG00000112078
KCTD5,ENSG00000167977
KCTD9,ENSG00000104756
KDM1A,ENSG00000004487
KDM3A,ENSG00000115548
KDM4A,ENSG00000066135
KDM5B,ENSG00000117139
KDM5D,ENSG00000012817
KDM6A,ENSG00000147050
KDM6B,ENSG00000132510
KDM8,ENSG00000155666
KDR,ENSG00000128052
KEAP1,ENSG00000079999
KEL,ENSG00000197993
KHDC3L,ENSG00000203908
KHDRBS1,ENSG00000121774
KHK,ENSG00000138030
KHSRP,ENSG00000088247
KIAA0408,ENSG00000189367
KIAA1191,ENSG00000122203
KIAA2013,ENSG00000116685
KIF11,ENSG00000138160
KIF1A,ENSG00000130294
KIF20A,ENSG00000112984
KIF2A,ENSG00000068796
KIF2C,ENSG00000142945
KIF5B,ENSG00000170759
KIR2DL1,ENSG00000125498
KIR2DL4,ENSG00000189013
KIR3DL1,ENSG00000167633
KISS1R,ENSG00000116014
KIT,ENSG00000157404
KITLG,ENSG00000049130
KL,ENSG00000133116
KLF12,ENSG00000118922
KLF14,ENSG00000266265
KLF16,ENSG00000129911
KLF17,ENSG00000171872
KLF4,ENSG00000136826
KLF5,ENSG00000102554
KLF6,ENSG00000067082
KLHDC2,ENSG00000165516
KLHL1,ENSG00000150361
KLHL13,ENSG00000003096
KLHL14,ENSG00000197705
KLHL24,ENSG00000114796
KLHL26,ENSG00000167487
KLHL4,ENSG00000102271
KLHL8,ENSG00000145332
KLK10,ENSG00000129451
KLK15,ENSG00000174562
KLK4,ENSG00000167749
KLK6,ENSG00000167755
KLRB1,ENSG00000111796
KLRC1,ENSG00000134545
KLRC2,ENSG00000205809
KLRD1,ENSG00000134539
KLRF1,ENSG00000150045
KLRG1,ENSG00000139187
KLRK1,ENSG00000213809
KMO,ENSG00000117009
KMT2A,ENSG00000118058
KMT2D,ENSG00000167548
KNDC1,ENSG00000171798
KNSTRN,ENSG00000128944
KPNA1,ENSG00000114030
KPNA2,ENSG00000182481
KPNA3,ENSG00000102753
KPNA6,ENSG00000025800
KPNB1,ENSG00000108424
KPRP,ENSG00000203786
KRAS,ENSG00000133703
KRT20,ENSG00000171431
KRTCAP2,ENSG00000163463
KXD1,ENSG00000105700
L1CAM,ENSG00000198910
LACC1,ENSG00000179630
LACRT,ENSG00000135413
LAD1,ENSG00000159166
LAG3,ENSG00000089692
LAIR1,ENSG00000167613
LAIR2,ENSG00000167618
LAMA3,ENSG00000053747
LAMB3,ENSG00000196878
LAMC1,ENSG00000135862
LAMC2,ENSG00000058085
LAMP1,ENSG00000185896
LAMP2,ENSG00000005893
LAMP3,ENSG00000078081
LANCL1,ENSG00000115365
LANCL2,ENSG00000132434
LAPTM4B,ENSG00000104341
LARP4,ENSG00000161813
LARP4B,ENSG00000107929
LASP1,ENSG00000002834
LAT,ENSG00000213658
LATS1,ENSG00000131023
LATS2,ENSG00000150457
LBH,ENSG00000213626
LBP,ENSG00000129988
LBX1,ENSG00000138136
LCAT,ENSG00000213398
LCK,ENSG00000182866
LCN2,ENSG00000148346
LDB3,ENSG00000122367
LDHA,ENSG00000134333
LDLR,ENSG00000130164
LDLRAD4,ENSG00000168675
LEF1,ENSG00000138795
LENG8,ENSG00000167615
LEP,ENSG00000174697
LEPR,ENSG00000116678
LEPROTL1,ENSG00000104660
LGALS13,ENSG00000105198
LGALS14,ENSG00000006659
LGALS8,ENSG00000116977
LGALS9,ENSG00000168961
LGALSL,ENSG00000119862
LGMN,ENSG00000100600
LGR4,ENSG00000205213
LGR5,ENSG00000139292
LGR6,ENSG00000133067
LHCGR,ENSG00000138039
LIF,ENSG00000128342
LIFR,ENSG00000113594
LIG3,ENSG00000005156
LIG4,ENSG00000174405
LILRA1,ENSG00000104974
LILRA2,ENSG00000239998
LILRA4,ENSG00000239961
LILRA5,ENSG00000187116
LILRA6,ENSG00000244482
LILRB1,ENSG00000104972
LILRB2,ENSG00000131042
LILRB3,ENSG00000204577
LILRB4,ENSG00000186818
LILRB5,ENSG00000105609
LIM2,ENSG00000105370
LIMK1,ENSG00000106683
LIN28A,ENSG00000131914
LIN28B,ENSG00000187772
LINGO2,ENSG00000174482
LINS1,ENSG00000140471
LIPA,ENSG00000107798
LIPC,ENSG00000166035
LIPE,ENSG00000079435
LIPF,ENSG00000182333
LIPG,ENSG00000101670
LMBR1L,ENSG00000139636
LMNB1,ENSG00000113368
LMO1,ENSG00000166407
LMO2,ENSG00000135363
LMX1B,ENSG00000136944
LONP1,ENSG00000196365
LONRF3,ENSG00000175556
LOX,ENSG00000113083
LOXL1,ENSG00000129038
LOXL2,ENSG00000134013
LPA,ENSG00000198670
LPAR1,ENSG00000198121
LPAR3,ENSG00000171517
LPAR5,ENSG00000184574
LPAR6,ENSG00000139679
LPCAT1,ENSG00000153395
LPIN1,ENSG00000134324
LPL,ENSG00000175445
LPXN,ENSG00000110031
LRATD2,ENSG00000168672
LRBA,ENSG00000198589
LRCH1,ENSG00000136141
LRG1,ENSG00000171236
LRIF1,ENSG00000121931
LRP1,ENSG00000123384
LRP2,ENSG00000081479
LRP5,ENSG00000162337
LRP6,ENSG00000070018
LRPPRC,ENSG00000138095
LRRC15,ENSG00000172061
LRRC20,ENSG00000172731
LRRC3,ENSG00000160233
LRRC32,ENSG00000137507
LRRC38,ENSG00000162494
LRRC3B,ENSG00000179796
LRRC45,ENSG00000169683
LRRC47,ENSG00000130764
LRRC59,ENSG00000108829
LRRK2,ENSG00000188906
LRRTM1,ENSG00000162951
LRTM1,ENSG00000144771
LSG1,ENSG00000041802
LSM12,ENSG00000161654
LTA,ENSG00000226979
LTA4H,ENSG00000111144
LTB4R,ENSG00000213903
LTB4R2,ENSG00000213906
LTBP1,ENSG00000049323
LTBP2,ENSG00000119681
LTBP4,ENSG00000090006
LTBR,ENSG00000111321
LTK,ENSG00000062524
LUC7L,ENSG00000007392
LUM,ENSG00000139329
LURAP1,ENSG00000171357
LY75,ENSG00000054219
LY9,ENSG00000122224
LY96,ENSG00000154589
LYAR,ENSG00000145220
LYN,ENSG00000254087
LYVE1,ENSG00000133800
LZIC,ENSG00000162441
LZTS1,ENSG00000061337
MAB21L1,ENSG00000180660
MAB21L2,ENSG00000181541
MACC1,ENSG00000183742
MAD1L1,ENSG00000002822
MAD2L1,ENSG00000164109
MAEA,ENSG00000090316
MAF,ENSG00000178573
MAFB,ENSG00000204103
MAFF,ENSG00000185022
MAGEA1,ENSG00000198681
MAGEA10,ENSG00000124260
MAGEA11,ENSG00000185247
MAGEA12,ENSG00000213401
MAGEA3,ENSG00000221867
MAGEA4,ENSG00000147381
MAGEB2,ENSG00000099399
MAGEC1,ENSG00000155495
MAGEC2,ENSG00000046774
MAGI1,ENSG00000151276
MAGI3,ENSG00000081026
MAK,ENSG00000111837
MAL,ENSG00000172005
MAL2,ENSG00000147676
MALL,ENSG00000144063
MALT1,ENSG00000172175
MAML2,ENSG00000184384
MAN1A1,ENSG00000111885
MAN1B1,ENSG00000177239
MAN2B1,ENSG00000104774
MANEA,ENSG00000172469
MAOA,ENSG00000189221
MAOB,ENSG00000069535
MAP1A,ENSG00000166963
MAP1B,ENSG00000131711
MAP1LC3A,ENSG00000101460
MAP1LC3B,ENSG00000140941
MAP1S,ENSG00000130479
MAP2,ENSG00000078018
MAP2K1,ENSG00000169032
MAP2K4,ENSG00000065559
MAP2K5,ENSG00000137764
MAP3K1,ENSG00000095015
MAP3K14,ENSG00000006062
MAP3K15,ENSG00000180815
MAP3K20,ENSG00000091436
MAP3K5,ENSG00000197442
MAP3K7,ENSG00000135341
MAP3K7CL,ENSG00000156265
MAP4,ENSG00000047849
MAP4K2,ENSG00000168067
MAP4K3,ENSG00000011566
MAP4K4,ENSG00000071054
MAP4K5,ENSG00000012983
MAP7,ENSG00000135525
MAP7D1,ENSG00000116871
MAPK1,ENSG00000100030
MAPK10,ENSG00000109339
MAPK11,ENSG00000185386
MAPK12,ENSG00000188130
MAPK14,ENSG00000112062
MAPK15,ENSG00000181085
MAPK3,ENSG00000102882
MAPK7,ENSG00000166484
MAPK8,ENSG00000107643
MAPK8IP1,ENSG00000121653
MAPK8IP2,ENSG00000008735
MAPK8IP3,ENSG00000138834
MAPK9,ENSG00000050748
MAPKAPK2,ENSG00000162889
MAPRE2,ENSG00000166974
MAPT,ENSG00000186868
MARCO,ENSG00000019169
MARK2,ENSG00000072518
MAS1,ENSG00000130368
MASP1,ENSG00000127241
MASP2,ENSG00000009724
MAT1A,ENSG00000151224
MAVS,ENSG00000088888
MAX,ENSG00000125952
MBL2,ENSG00000165471
MBNL1,ENSG00000152601
MC1R,ENSG00000258839
MC3R,ENSG00000124089
MC4R,ENSG00000166603
MCAM,ENSG00000076706
MCCC1,ENSG00000078070
MCHR1,ENSG00000128285
MCHR2,ENSG00000152034
MCM2,ENSG00000073111
MCM3,ENSG00000112118
MCM3AP,ENSG00000160294
MCM4,ENSG00000104738
MCM5,ENSG00000100297
MCM6,ENSG00000076003
MCM7,ENSG00000166508
MCM9,ENSG00000111877
MCPH1,ENSG00000147316
MCTP2,ENSG00000140563
MCTS1,ENSG00000232119
MDC1,ENSG00000137337
MDFIC,ENSG00000135272
MDK,ENSG00000110492
MDM1,ENSG00000111554
MDM2,ENSG00000135679
MDM4,ENSG00000198625
ME1,ENSG00000065833
MECOM,ENSG00000085276
MED1,ENSG00000125686
MED12,ENSG00000184634
MED12L,ENSG00000144893
MEF2A,ENSG00000068305
MEF2C,ENSG00000081189
MEG3,ENSG00000214548
MEGF10,ENSG00000145794
MEGF8,ENSG00000105429
MEIOB,ENSG00000162039
MEIS1,ENSG00000143995
MEIS2,ENSG00000134138
MEIS3,ENSG00000105419
MELK,ENSG00000165304
MELTF,ENSG00000163975
MEN1,ENSG00000133895
MEPCE,ENSG00000146834
MERTK,ENSG00000153208
MEST,ENSG00000106484
MET,ENSG00000105976
METRNL,ENSG00000176845
METTL16,ENSG00000127804
METTL18,ENSG00000171806
METTL2A,ENSG00000087995
METTL3,ENSG00000165819
MFAP5,ENSG00000197614
MFF,ENSG00000168958
MFGE8,ENSG00000140545
MFN2,ENSG00000116688
MFRP,ENSG00000235718
MFSD5,ENSG00000182544
MGAM,ENSG00000257335
MGMT,ENSG00000170430
MIAT,ENSG00000225783
MICA,ENSG00000204520
MICAL2,ENSG00000133816
MICB,ENSG00000204516
MID2,ENSG00000080561
MIEN1,ENSG00000141741
MIF,ENSG00000240972
MIIP,ENSG00000116691
MINDY1,ENSG00000143409
MINDY2,ENSG00000128923
MINPP1,ENSG00000107789
MIOX,ENSG00000100253
MIPOL1,ENSG00000151338
MITD1,ENSG00000158411
MITF,ENSG00000187098
MKI67,ENSG00000148773
MKNK1,ENSG00000079277
MKRN2,ENSG00000075975
MKRN3,ENSG00000179455
MKX,ENSG00000150051
MLANA,ENSG00000120215
MLF1,ENSG00000178053
MLH1,ENSG00000076242
MLPH,ENSG00000115648
MLXIP,ENSG00000175727
MLXIPL,ENSG00000009950
MMACHC,ENSG00000132763
MMADHC,ENSG00000168288
MME,ENSG00000196549
MMEL1,ENSG00000142606
MMP11,ENSG00000099953
MMP12,ENSG00000262406
MMP13,ENSG00000137745
MMP14,ENSG00000157227
MMP21,ENSG00000154485
MMP7,ENSG00000137673
MMP8,ENSG00000118113
MMP9,ENSG00000100985
MMRN2,ENSG00000173269
MNS1,ENSG00000138587
MNX1,ENSG00000130675
MOB2,ENSG00000182208
MOB4,ENSG00000115540
MOG,ENSG00000204655
MON2,ENSG00000061987
MOV10,ENSG00000155363
MPDU1,ENSG00000129255
MPDZ,ENSG00000107186
MPHOSPH9,ENSG00000051825
MPI,ENSG00000178802
MPL,ENSG00000117400
MPLKIP,ENSG00000168303
MPO,ENSG00000005381
MPP7,ENSG00000150054
MPPED1,ENSG00000186732
MPPED2,ENSG00000066382
MPZ,ENSG00000158887
MPZL1,ENSG00000197965
MR1,ENSG00000153029
MRAP,ENSG00000170262
MRAP2,ENSG00000135324
MRC1,ENSG00000260314
MRC2,ENSG00000011028
MRE11,ENSG00000020922
MRFAP1L1,ENSG00000178988
MRGPRX2,ENSG00000183695
MRM3,ENSG00000171861
MRPL45,ENSG00000278845
MRTFA,ENSG00000196588
MRTFB,ENSG00000186260
MS4A1,ENSG00000156738
MS4A2,ENSG00000149534
MSC,ENSG00000178860
MSH2,ENSG00000095002
MSH3,ENSG00000113318
MSH6,ENSG00000116062
MSI1,ENSG00000135097
MSI2,ENSG00000153944
MSLN,ENSG00000102854
MSN,ENSG00000147065
MSR1,ENSG00000038945
MST1,ENSG00000173531
MST1R,ENSG00000164078
MSTN,ENSG00000138379
MT1A,ENSG00000205362
MTA1,ENSG00000182979
MTA2,ENSG00000149480
MTAP,ENSG00000099810
MTCH2,ENSG00000109919
MTCL1,ENSG00000168502
MTERF2,ENSG00000120832
MTFR1L,ENSG00000117640
MTHFD1,ENSG00000100714
MTHFR,ENSG00000177000
MTNR1A,ENSG00000168412
MTNR1B,ENSG00000134640
MTOR,ENSG00000198793
MTPAP,ENSG00000107951
MTR,ENSG00000116984
MTRES1,ENSG00000130349
MTREX,ENSG00000039123
MTRF1,ENSG00000120662
MUC1,ENSG00000185499
MUC16,ENSG00000181143
MUC19,ENSG00000205592
MUC4,ENSG00000145113
MUC5AC,ENSG00000215182
MUC5B,ENSG00000117983
MUTYH,ENSG00000132781
MVD,ENSG00000167508
MVP,ENSG00000013364
MX1,ENSG00000157601
MXD1,ENSG00000059728
MXRA7,ENSG00000182534
MYB,ENSG00000118513
MYBBP1A,ENSG00000132382
MYBL2,ENSG00000101057
MYC,ENSG00000136997
MYCBP,ENSG00000214114
MYCL,ENSG00000116990
MYCN,ENSG00000134323
MYD88,ENSG00000172936
MYEF2,ENSG00000104177
MYH1,ENSG00000109061
MYH10,ENSG00000133026
